GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted
jtyoui/jtyoui,N,500,496,1475,The source code of the project exists as ad-hoc scripts,0,Only one contributor: https://github.com/jtyoui/Jtyoui/graphs/contributors,0,No indications of using CI services,1,"There is a README, codes are not documented",1.0,Few commits in the past month,0,There are no open issues,1,https://github.com/jtyoui/Jtyoui/blob/pyunit/LICENSE,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
knazeri/edge-connect,N,1751,112,1489,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors (mainly one): https://github.com/knazeri/edge-connect/graphs/contributors,0,No indications of using CI services,1,"There is a README, codes are not documented",0.0,"No commits the past month, active before that",1,"More closed than open, author does not respond frequently",1,https://github.com/knazeri/edge-connect/blob/master/LICENSE.md,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
batra-mlp-lab/visdial-challenge-starter-pytorch,N,162,120,1510,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/23 and https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/32 but not very often",1,https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/blob/master/LICENSE is provided.,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
swechhachoudhary/handwriting-synthesis,N,127,143,1613,Organised but not in modules,1,There are no contributors to the project other than the author.,0,CI is not used on the project.,0,not much,1.0,Most activity was last year,0,"1 open, none closed",1,License provided,1,Few tests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
ha0tang/gesturegan,N,116,162,1618,The source code of this project has been organised into different modules in a way that shows the relationship between different files,0,There are no contributors to the project other than the author.,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/Ha0Tang/GestureGAN/issues/3 and https://github.com/Ha0Tang/GestureGAN/issues/2",1,https://github.com/Ha0Tang/GestureGAN/blob/master/LICENSE.md is provided.,1,There are files related to testing but its everywhere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
digantamisra98/mish,N,810,1681,1642,The source code of the project exists as ad-hoc scripts,1,https://github.com/determined-ai/determined/graphs/contributors shows that there are only 3 contributors.,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well maintained README and majority of the function in https://github.com/digantamisra98/Mish/blob/master/Mish/Torch/functional.py,1.0,Checking https://github.com/digantamisra98/Mish/pulse/monthly there has been minor commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/digantamisra98/Mish/issues/34",1,https://github.com/digantamisra98/Mish/blob/master/LICENSE is provided,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
xiaomiwujiecao/dataanalysisinaction,N,326,106,1648,"folders named as numbers, inside each is a readme and maybe 1 other file",1,"1 main contributer, the other has 1 commit",0,CI is not used on the project.,-1,in chinese,1.0,Commits are quite spread out,1,7 open > 6 closed,1,License provided,0,Doesn't seem to have unit test,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,22
mnicnc404/cartoongan-tensorflow,N,353,339,1652,The source code of the project exists as ad-hoc scripts,1,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/contributors shows there are 2 contributors only,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",1.0,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/commit-activity shows that there are only 2 commits in the past.,1,"No longer maintained, there were issued closed like https://github.com/mnicnc404/CartoonGan-tensorflow/issues/36",1,https://github.com/mnicnc404/CartoonGan-tensorflow/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.1046439628482972,0.0081845238095238,0.0286572683152299,0.0276908817054802,0.0558479252384141,0.0547418617098924,0.0547418617098924,0.0063357972544878,0.0327153762268266,0.0467745560800179,18
tristandeleu/pytorch-maml-rl,N,518,223,1710,Organised but not in modules,1,"1 has significantly more commits than others, but 3 contributers",0,CI is not used on the project.,0,not much,1.0,Quite alot of commits past month,1,6 open < 27 closed,1,License provided,0,Doesn't seem to have unit test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
adobe/antialiased-cnns,N,1120,115,1785,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/adobe/antialiased-cnns/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,0,Do reply to issues last time but not recently,1,https://github.com/adobe/antialiased-cnns/blob/master/LICENSE.md is provided.,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
beyretb/animalai-olympics,N,516,312,1876,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/beyretb/AnimalAI-Olympics/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/beyretb/AnimalAI-Olympics/issues/83 and https://github.com/beyretb/AnimalAI-Olympics/issues/91",0,"There is no license to be found, either in the form of a license file or written inside the source code file.",1,There are files related to testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
richzhang/colorization-pytorch,N,384,294,1901,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/richzhang/colorization-pytorch/graphs/contributors,0,No indications of using CI services,1,"There is a README, some codes are documented",0.0,No commits the past month,1,"More closed than open, author responds sometimes",1,https://github.com/richzhang/colorization-pytorch/blob/master/LICENSE,0,There is only one file related to testing,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21
hse-aml/natural-language-processing,N,841,171,1933,The source code of the project exists as ad-hoc scripts,1,https://github.com/hse-aml/natural-language-processing/graphs/contributors that there are multiple contributors.,0,CI is not used on the project.,1,There is a well-maintained README,1.0,Checking https://github.com/hse-aml/natural-language-processing/pulse/monthly there has been significant commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/hse-aml/natural-language-processing/issues/43",0,"There is no license to be found, either in the form of a license file or written as comments in the source code files",0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
drscotthawley/panotti,N,222,307,2175,The source code of the project exists as ad-hoc scripts,1,https://github.com/dmlc/dgl/graphs/contributors shows that there are only 2 contributors.,0,CI is not used on the project.,1,There is a well maintained README and majority of the function in https://github.com/drscotthawley/panotti/blob/master/panotti/mixup_generator.py and https://github.com/drscotthawley/panotti/blob/master/panotti/models.py,1.0,Checking https://github.com/drscotthawley/panotti/pulse/monthly there has been only 2 commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/drscotthawley/panotti/issues/39",1,https://github.com/drscotthawley/panotti/blob/master/LICENSE is provided,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
thunlp/opennre,N,2534,120,2181,Organised but not in modules,1,"1 has significantly more commits than others, but 5 contributers",0,CI is not used on the project.,0,not much,0.0,Commit activity not negligible,1,all closed,1,License provided,1,1 test https://github.com/thunlp/OpenNRE/tree/master/tests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
tamu-vita/deblurganv2,N,396,112,2238,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/TAMU-VITA/DeblurGANv2/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,0,Did not reply to this year's issues and questions,1,https://github.com/TAMU-VITA/DeblurGANv2/blob/master/LICENSE is provided.,1,There are files related to testing but not much,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
biolib/openprotein,N,117,163,2241,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/biolib/openprotein/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,1,Open issues more than closed,1,https://github.com/biolib/openprotein/blob/master/LICENSE is provided.,1,There are files related to testing,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21
tech-srl/code2vec,N,626,159,2348,The source code of the project exists as ad-hoc scripts,1,"2 have significantly more commits than others, but 10 contributers",0,CI is not used on the project.,1,Documentation provided,0.0,Commit activity not negligible,1,2 open << 73 closed,1,License provided,1,Few tests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
malllabiisc/reside,N,184,107,2484,The source code of the project exists as ad-hoc scripts,1,https://github.com/malllabiisc/RESIDE/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/malllabiisc/RESIDE/blob/master/pcnnatt.py and https://github.com/malllabiisc/RESIDE/blob/master/cnnatt.py and https://github.com/malllabiisc/RESIDE/blob/master/helper.py have appropriate docstrings",1.0,https://github.com/malllabiisc/RESIDE/graphs/commit-activity shows there have been some activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/malllabiisc/RESIDE/pull/48 and https://github.com/malllabiisc/RESIDE/pull/47",1,https://github.com/malllabiisc/RESIDE/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
zeusees/hyperlpr,N,3402,244,2634,organised in folders,1,"1 main contributer, others has 1+ commit",0,CI is not used on the project.,-1,Chinese,1.0,Commits are quite spread out,1,25 open << 220 closed,1,License provided,0,Doesn't seem to have unit test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
